Broj naloga;Mesec;Radna Jedinica;Tip;Iznos
1841906;undefined;VOŽDOVAC;ZAMENA;0
1841886;undefined;ČUKARICA;ZAMENA;4726
1841920;undefined;VOŽDOVAC;ZAMENA;0
1841916;undefined;NOVI BEOGRAD;LOKALNO;4600
1841926;undefined;ZEMUN;ZAMENA;0
1841927;undefined;NOVI BEOGRAD;ZAMENA;0
1841923;undefined;RAKOVICA;LOKALNO;4600
1841922;undefined;VOŽDOVAC;ZAMENA;0
1841931;undefined;ČUKARICA;ZAMENA;0
1841930;undefined;ČUKARICA;LOKALNO;4600
1841924;undefined;VRAČAR;LOKALNO;4600
1841915;undefined;VRAČAR;ZAMENA;0
1841933;undefined;SAVSKI VENAC;LOKALNO;4600
1841934;undefined;ZVEZDARA;WOMA;25500
1841938;undefined;RAKOVICA;SAJLA;9220
1841935;undefined;STARI GRAD;SAJLA;9220
1841936;undefined;STARI GRAD;ZAMENA;0
1841937;undefined;RAKOVICA;LOKALNO;4600
1841941;undefined;ZEMUN;ZAMENA;0
1841940;undefined;ZVEZDARA;ZAMENA;0
1841939;undefined;RAKOVICA;ZAMENA;55828
1841943;undefined;PALILULA;SAJLA;9220
1841945;undefined;NOVI BEOGRAD;WOMA;33500
1841944;undefined;NOVI BEOGRAD;ZAMENA;0
1841942;undefined;ČUKARICA;SAJLA;9220
1841946;undefined;ZEMUN;ZAMENA;0
1841947;undefined;NOVI BEOGRAD;WOMA;30100
1841948;undefined;PALILULA;SAJLA;9220
1841949;undefined;VOŽDOVAC;ZAMENA;0
1841952;undefined;ZVEZDARA;ZAMENA;7728.8
1841953;undefined;STARI GRAD;ZAMENA;176270
1841950;undefined;VOŽDOVAC;SAJLA;9220
1841951;undefined;ZEMUN;SAJLA;14220
1841954;undefined;NOVI BEOGRAD;ZAMENA;0
1841956;undefined;VRAČAR;ZAMENA;0
1841955;undefined;NOVI BEOGRAD;ZAMENA;0
1841958;undefined;ZVEZDARA;ZAMENA;0
1841960;undefined;ČUKARICA;LOKALNO;2300
1841963;undefined;ČUKARICA;LOKALNO;2300
1841964;undefined;ČUKARICA;ZAMENA;0
1841965;undefined;ČUKARICA;LOKALNO;4600
1841959;undefined;ZEMUN;ZAMENA;0
1841967;undefined;NOVI BEOGRAD;ZAMENA;0
1841966;undefined;NOVI BEOGRAD;ZAMENA;0
1841957;undefined;VOŽDOVAC;ZAMENA;0
1841961;undefined;VOŽDOVAC;WOMA;30100
1841968;undefined;ZVEZDARA;ZAMENA;0
1841969;undefined;ZEMUN;LOKALNO;4600
1841970;undefined;NOVI BEOGRAD;LOKALNO;4600
1841971;undefined;PALILULA;ZAMENA;0
1841962;undefined;RAKOVICA;SAJLA;17140
1841976;undefined;ZEMUN;SAJLA;7300
1841978;undefined;NOVI BEOGRAD;WOMA;5000
1841980;undefined;ZEMUN;ZAMENA;0
1841982;undefined;RAKOVICA;ZAMENA;9902.8
1841973;undefined;PALILULA;SAJLA;13300
1841990;undefined;VOŽDOVAC;ZAMENA;0
1841986;undefined;VOŽDOVAC;ZAMENA;0
1841983;undefined;SAVSKI VENAC;ZAMENA;0
1841981;undefined;RAKOVICA;ZAMENA;0
1841989;undefined;NOVI BEOGRAD;ZAMENA;0
1841992;undefined;NOVI BEOGRAD;ZAMENA;0
1841993;undefined;VOŽDOVAC;ZAMENA;0
1841979;undefined;ZVEZDARA;WOMA;33800
1841995;undefined;STARI GRAD;ZAMENA;0
1841984;undefined;PALILULA;SAJLA;14220
1841972;undefined;STARI GRAD;ZAMENA;0
1841974;undefined;RAKOVICA;ZAMENA;0
1841975;undefined;ZVEZDARA;LOKALNO;4600
1841977;undefined;PALILULA;ZAMENA;0
1841985;undefined;NOVI BEOGRAD;LOKALNO;4600
1841987;undefined;ZEMUN;WOMA;5000
1841988;undefined;NOVI BEOGRAD;SAJLA;9220
1841991;undefined;ČUKARICA;SAJLA;16220
1841994;undefined;ZVEZDARA;WOMA;22100
1841996;undefined;PALILULA;ZAMENA;0
1841997;undefined;PALILULA;SAJLA;9220
1841998;undefined;NOVI BEOGRAD;ZAMENA;0
1841999;undefined;STARI GRAD;ZAMENA;0
1842000;undefined;PALILULA;SAJLA;9220
1842001;undefined;PALILULA;ZAMENA;0
1842002;undefined;NOVI BEOGRAD;ZAMENA;0
1842003;undefined;NOVI BEOGRAD;ZAMENA;0
1842007;undefined;ČUKARICA;ZAMENA;0
1842006;undefined;ČUKARICA;ZAMENA;0
1842004;undefined;ČUKARICA;ZAMENA;0
1842005;undefined;PALILULA;ZAMENA;0
1842010;undefined;SAVSKI VENAC;ZAMENA;0
1842020;undefined;VOŽDOVAC;ZAMENA;0
1842024;undefined;VOŽDOVAC;ZAMENA;0
1842035;undefined;ČUKARICA;ZAMENA;0
1842026;undefined;PALILULA;ZAMENA;0
1842089;undefined;ČUKARICA;ZAMENA;0
1842092;undefined;PALILULA;ZAMENA;0
1842086;undefined;ZEMUN;ZAMENA;0
1842079;undefined;ZEMUN;ZAMENA;0
1842031;undefined;NOVI BEOGRAD;ZAMENA;0
1842022;undefined;NOVI BEOGRAD;ZAMENA;0
1842021;undefined;NOVI BEOGRAD;ZAMENA;0
1842108;undefined;RAKOVICA;ZAMENA;0
1842107;undefined;NOVI BEOGRAD;ZAMENA;0
1842095;undefined;ČUKARICA;ZAMENA;0
1842098;undefined;ČUKARICA;ZAMENA;0
1842042;undefined;ZVEZDARA;ZAMENA;0
1842111;undefined;NOVI BEOGRAD;ZAMENA;0
1842085;undefined;ZVEZDARA;ZAMENA;0
1842019;undefined;PALILULA;ZAMENA;0
1842072;undefined;PALILULA;ZAMENA;0
1842128;undefined;ZVEZDARA;ZAMENA;0
1842076;undefined;PALILULA;ZAMENA;0
1842127;undefined;NOVI BEOGRAD;ZAMENA;0
1842121;undefined;ZEMUN;ZAMENA;0
1842120;undefined;STARI GRAD;ZAMENA;0
1842112;undefined;STARI GRAD;ZAMENA;0
1842117;undefined;VRAČAR;ZAMENA;0
1842119;undefined;ZVEZDARA;ZAMENA;0
1842110;undefined;VOŽDOVAC;ZAMENA;0
1842065;undefined;VOŽDOVAC;ZAMENA;0
1842109;undefined;ZVEZDARA;ZAMENA;0
1842159;undefined;ZEMUN;ZAMENA;0
1842155;undefined;NOVI BEOGRAD;ZAMENA;0
1842147;undefined;NOVI BEOGRAD;ZAMENA;0
1842152;undefined;ZVEZDARA;ZAMENA;0
1842153;undefined;ČUKARICA;ZAMENA;0
1842149;undefined;ZVEZDARA;ZAMENA;0
